Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Variant Price,Variant SKU,Variant Inventory Qty,Image Src
product-651,Torba Zielony 651,<p>Wysokiej jakości torba w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"promo, nowość",true,57.98,SKU-0651,49,
product-652,Kurtka Biały 652,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,TrendyShop,Clothing,"promo, nowość, bestseller",true,125.99,SKU-0652,23,
product-653,Kubek Zielony 653,<p>Wysokiej jakości kubek w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Outerwear,"promo, premium, nowość",true,97.1,SKU-0653,37,
product-654,Koszulka Niebieski 654,<p>Wysokiej jakości koszulka w kolorze niebieski. Idealny do codziennego użytku.</p>,TechLite,Outerwear,"premium, eko",true,72.13,SKU-0654,19,
product-655,Torba Biały 655,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,TechLite,Accessories,"nowość, promo",true,131.83,SKU-0655,6,
product-656,Kurtka Zielony 656,<p>Wysokiej jakości kurtka w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Clothing,"premium, bestseller",true,75.42,SKU-0656,24,
product-657,Koszulka Żółty 657,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"promo, eko, nowość",true,168.54,SKU-0657,48,
product-658,Torba Czarny 658,<p>Wysokiej jakości torba w kolorze czarny. Idealny do codziennego użytku.</p>,EcoWear,Lighting,"eko, premium",true,67.49,SKU-0658,41,
product-659,Torba Żółty 659,<p>Wysokiej jakości torba w kolorze żółty. Idealny do codziennego użytku.</p>,SportMax,Watches,"nowość, premium, bestseller",true,93.69,SKU-0659,6,
product-660,Torba Czarny 660,<p>Wysokiej jakości torba w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Clothing,"eko, promo, premium",true,86.73,SKU-0660,47,
product-661,Lampa Czarny 661,<p>Wysokiej jakości lampa w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Homeware,"nowość, eko",true,66.76,SKU-0661,20,
product-662,Koszulka Czarny 662,<p>Wysokiej jakości koszulka w kolorze czarny. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"premium, eko",true,78.72,SKU-0662,45,
product-663,Kubek Czerwony 663,<p>Wysokiej jakości kubek w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Lighting,"eko, nowość, bestseller",true,62.35,SKU-0663,21,
product-664,Koszulka Żółty 664,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,TechLite,Accessories,"nowość, bestseller",true,137.34,SKU-0664,9,
product-665,Lampa Zielony 665,<p>Wysokiej jakości lampa w kolorze zielony. Idealny do codziennego użytku.</p>,TrendyShop,Watches,"promo, bestseller, premium",true,109.68,SKU-0665,34,
product-666,Buty Czerwony 666,<p>Wysokiej jakości buty w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"bestseller, premium, promo",true,160.31,SKU-0666,27,
product-667,Kubek Biały 667,<p>Wysokiej jakości kubek w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"nowość, premium, eko",true,142.25,SKU-0667,30,
product-668,Koszulka Żółty 668,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,FashionPeak,Clothing,"premium, nowość, eko",true,40.25,SKU-0668,12,
product-669,Buty Czerwony 669,<p>Wysokiej jakości buty w kolorze czerwony. Idealny do codziennego użytku.</p>,TrendyShop,Footwear,"nowość, promo",true,157.31,SKU-0669,27,
product-670,Buty Żółty 670,<p>Wysokiej jakości buty w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Clothing,"premium, eko, nowość",true,130.4,SKU-0670,43,
product-671,Koszulka Zielony 671,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Footwear,"eko, promo, premium",true,198.35,SKU-0671,10,
product-672,Lampa Zielony 672,<p>Wysokiej jakości lampa w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"eko, nowość",true,24.49,SKU-0672,33,
product-673,Lampa Biały 673,<p>Wysokiej jakości lampa w kolorze biały. Idealny do codziennego użytku.</p>,TechLite,Watches,"premium, nowość",true,172.54,SKU-0673,24,
product-674,Buty Szary 674,<p>Wysokiej jakości buty w kolorze szary. Idealny do codziennego użytku.</p>,TechLite,Homeware,"premium, promo, eko",true,145.11,SKU-0674,13,
product-675,Koszulka Żółty 675,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Homeware,"premium, eko, bestseller",true,166.69,SKU-0675,9,
product-676,Torba Niebieski 676,<p>Wysokiej jakości torba w kolorze niebieski. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"nowość, eko, bestseller",true,146.41,SKU-0676,23,
product-677,Kubek Żółty 677,<p>Wysokiej jakości kubek w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"premium, nowość, eko",true,113.44,SKU-0677,16,
product-678,Kurtka Niebieski 678,<p>Wysokiej jakości kurtka w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Lighting,"eko, bestseller",true,173.45,SKU-0678,25,
product-679,Lampa Szary 679,<p>Wysokiej jakości lampa w kolorze szary. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"eko, nowość, bestseller",true,126.24,SKU-0679,19,
product-680,Kubek Niebieski 680,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Footwear,"nowość, eko, bestseller",true,30.85,SKU-0680,13,
product-681,Buty Żółty 681,<p>Wysokiej jakości buty w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Homeware,"promo, nowość",true,113.76,SKU-0681,20,
product-682,Zegarek Szary 682,<p>Wysokiej jakości zegarek w kolorze szary. Idealny do codziennego użytku.</p>,TrendyShop,Watches,"promo, nowość",true,151.87,SKU-0682,49,
product-683,Torba Biały 683,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,TrendyShop,Watches,"premium, nowość",true,112.36,SKU-0683,15,
product-684,Zegarek Żółty 684,<p>Wysokiej jakości zegarek w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Clothing,"nowość, promo",true,13.57,SKU-0684,22,
product-685,Zegarek Żółty 685,<p>Wysokiej jakości zegarek w kolorze żółty. Idealny do codziennego użytku.</p>,FashionPeak,Outerwear,"eko, promo, nowość",true,99.85,SKU-0685,5,
product-686,Kubek Niebieski 686,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,FashionPeak,Watches,"promo, premium, nowość",true,58.53,SKU-0686,18,
product-687,Zegarek Zielony 687,<p>Wysokiej jakości zegarek w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Footwear,"bestseller, promo",true,17.97,SKU-0687,26,
product-688,Buty Niebieski 688,<p>Wysokiej jakości buty w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Homeware,"eko, bestseller",true,143.42,SKU-0688,18,
product-689,Buty Czerwony 689,<p>Wysokiej jakości buty w kolorze czerwony. Idealny do codziennego użytku.</p>,SportMax,Clothing,"premium, nowość, eko",true,74.86,SKU-0689,15,
product-690,Torba Biały 690,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Footwear,"promo, premium, eko",true,152.32,SKU-0690,31,
product-691,Lampa Biały 691,<p>Wysokiej jakości lampa w kolorze biały. Idealny do codziennego użytku.</p>,TrendyShop,Outerwear,"bestseller, nowość, premium",true,73.28,SKU-0691,14,
product-692,Kubek Zielony 692,<p>Wysokiej jakości kubek w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Watches,"nowość, eko",true,164.1,SKU-0692,46,
product-693,Kurtka Żółty 693,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Lighting,"bestseller, eko, premium",true,193.32,SKU-0693,49,
product-694,Koszulka Żółty 694,<p>Wysokiej jakości koszulka w kolorze żółty. Idealny do codziennego użytku.</p>,TrendyShop,Lighting,"eko, premium",true,20.64,SKU-0694,23,
product-695,Koszulka Zielony 695,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"eko, promo",true,84.65,SKU-0695,33,
product-696,Torba Biały 696,<p>Wysokiej jakości torba w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"nowość, premium",true,56.01,SKU-0696,7,
product-697,Kurtka Zielony 697,<p>Wysokiej jakości kurtka w kolorze zielony. Idealny do codziennego użytku.</p>,SportMax,Accessories,"bestseller, promo",true,116.39,SKU-0697,19,
product-698,Lampa Czerwony 698,<p>Wysokiej jakości lampa w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Accessories,"eko, premium",true,140.88,SKU-0698,38,
product-699,Zegarek Biały 699,<p>Wysokiej jakości zegarek w kolorze biały. Idealny do codziennego użytku.</p>,TechLite,Lighting,"premium, nowość",true,108.65,SKU-0699,37,
product-700,Lampa Zielony 700,<p>Wysokiej jakości lampa w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Homeware,"bestseller, nowość",true,81.32,SKU-0700,10,
product-701,Koszulka Zielony 701,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Watches,"nowość, promo, eko",true,134.6,SKU-0701,5,
product-702,Lampa Niebieski 702,<p>Wysokiej jakości lampa w kolorze niebieski. Idealny do codziennego użytku.</p>,FashionPeak,Footwear,"bestseller, premium, promo",true,167.79,SKU-0702,40,
product-703,Buty Niebieski 703,<p>Wysokiej jakości buty w kolorze niebieski. Idealny do codziennego użytku.</p>,HomeVibe,Lighting,"nowość, bestseller",true,63.18,SKU-0703,42,
product-704,Kubek Żółty 704,<p>Wysokiej jakości kubek w kolorze żółty. Idealny do codziennego użytku.</p>,TechLite,Outerwear,"eko, nowość, premium",true,19.02,SKU-0704,18,
product-705,Koszulka Zielony 705,<p>Wysokiej jakości koszulka w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Lighting,"eko, premium, promo",true,178.56,SKU-0705,12,
product-706,Lampa Czerwony 706,<p>Wysokiej jakości lampa w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"bestseller, promo, nowość",true,23.7,SKU-0706,17,
product-707,Buty Żółty 707,<p>Wysokiej jakości buty w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"promo, bestseller, premium",true,67.8,SKU-0707,38,
product-708,Torba Czarny 708,<p>Wysokiej jakości torba w kolorze czarny. Idealny do codziennego użytku.</p>,FashionPeak,Lighting,"nowość, bestseller",true,71.13,SKU-0708,24,
product-709,Buty Żółty 709,<p>Wysokiej jakości buty w kolorze żółty. Idealny do codziennego użytku.</p>,EcoWear,Watches,"premium, promo",true,120.1,SKU-0709,36,
product-710,Lampa Niebieski 710,<p>Wysokiej jakości lampa w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"eko, nowość",true,91.43,SKU-0710,5,
product-711,Buty Czarny 711,<p>Wysokiej jakości buty w kolorze czarny. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"eko, bestseller, nowość",true,197.99,SKU-0711,13,
product-712,Buty Niebieski 712,<p>Wysokiej jakości buty w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"nowość, promo, premium",true,175.6,SKU-0712,16,
product-713,Torba Zielony 713,<p>Wysokiej jakości torba w kolorze zielony. Idealny do codziennego użytku.</p>,EcoWear,Footwear,"bestseller, premium",true,197.79,SKU-0713,24,
product-714,Kurtka Biały 714,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Clothing,"bestseller, premium, nowość",true,31.2,SKU-0714,14,
product-715,Buty Zielony 715,<p>Wysokiej jakości buty w kolorze zielony. Idealny do codziennego użytku.</p>,TrendyShop,Clothing,"premium, nowość",true,64.42,SKU-0715,5,
product-716,Buty Czarny 716,<p>Wysokiej jakości buty w kolorze czarny. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"nowość, bestseller, premium",true,189.29,SKU-0716,50,
product-717,Lampa Czerwony 717,<p>Wysokiej jakości lampa w kolorze czerwony. Idealny do codziennego użytku.</p>,HomeVibe,Homeware,"eko, premium",true,39.52,SKU-0717,44,
product-718,Kubek Czarny 718,<p>Wysokiej jakości kubek w kolorze czarny. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"bestseller, eko",true,154.52,SKU-0718,48,
product-719,Kurtka Niebieski 719,<p>Wysokiej jakości kurtka w kolorze niebieski. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"nowość, promo, bestseller",true,162.97,SKU-0719,42,
product-720,Buty Niebieski 720,<p>Wysokiej jakości buty w kolorze niebieski. Idealny do codziennego użytku.</p>,HomeVibe,Accessories,"premium, nowość, promo",true,57.93,SKU-0720,34,
product-721,Kubek Szary 721,<p>Wysokiej jakości kubek w kolorze szary. Idealny do codziennego użytku.</p>,HomeVibe,Lighting,"bestseller, premium",true,122.85,SKU-0721,38,
product-722,Kubek Czarny 722,<p>Wysokiej jakości kubek w kolorze czarny. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"nowość, eko",true,135.13,SKU-0722,37,
product-723,Kurtka Żółty 723,<p>Wysokiej jakości kurtka w kolorze żółty. Idealny do codziennego użytku.</p>,SportMax,Clothing,"bestseller, eko",true,110.34,SKU-0723,6,
product-724,Lampa Zielony 724,<p>Wysokiej jakości lampa w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"nowość, promo, eko",true,67.14,SKU-0724,43,
product-725,Zegarek Niebieski 725,<p>Wysokiej jakości zegarek w kolorze niebieski. Idealny do codziennego użytku.</p>,EcoWear,Outerwear,"nowość, bestseller",true,170.66,SKU-0725,15,
product-726,Zegarek Czerwony 726,<p>Wysokiej jakości zegarek w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Watches,"bestseller, premium, nowość",true,150.72,SKU-0726,49,
product-727,Lampa Czerwony 727,<p>Wysokiej jakości lampa w kolorze czerwony. Idealny do codziennego użytku.</p>,HomeVibe,Footwear,"eko, bestseller",true,121.48,SKU-0727,40,
product-728,Koszulka Czerwony 728,<p>Wysokiej jakości koszulka w kolorze czerwony. Idealny do codziennego użytku.</p>,SportMax,Clothing,"promo, nowość",true,153.95,SKU-0728,46,
product-729,Torba Czarny 729,<p>Wysokiej jakości torba w kolorze czarny. Idealny do codziennego użytku.</p>,TechLite,Lighting,"nowość, bestseller, premium",true,64.45,SKU-0729,17,
product-730,Kubek Szary 730,<p>Wysokiej jakości kubek w kolorze szary. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"nowość, bestseller, premium",true,194.54,SKU-0730,36,
product-731,Kubek Biały 731,<p>Wysokiej jakości kubek w kolorze biały. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"promo, premium, bestseller",true,139.58,SKU-0731,29,
product-732,Kurtka Biały 732,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,SportMax,Watches,"bestseller, premium",true,46.11,SKU-0732,27,
product-733,Kubek Szary 733,<p>Wysokiej jakości kubek w kolorze szary. Idealny do codziennego użytku.</p>,FashionPeak,Watches,"eko, promo, premium",true,79.46,SKU-0733,9,
product-734,Kubek Zielony 734,<p>Wysokiej jakości kubek w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Outerwear,"nowość, bestseller, premium",true,101.56,SKU-0734,21,
product-735,Lampa Zielony 735,<p>Wysokiej jakości lampa w kolorze zielony. Idealny do codziennego użytku.</p>,HomeVibe,Outerwear,"nowość, eko, promo",true,29.83,SKU-0735,25,
product-736,Kurtka Zielony 736,<p>Wysokiej jakości kurtka w kolorze zielony. Idealny do codziennego użytku.</p>,TechLite,Homeware,"promo, eko, premium",true,22.74,SKU-0736,5,
product-737,Koszulka Niebieski 737,<p>Wysokiej jakości koszulka w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Accessories,"nowość, bestseller",true,124.99,SKU-0737,34,
product-738,Kurtka Biały 738,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,HomeVibe,Clothing,"nowość, bestseller, premium",true,181.81,SKU-0738,14,
product-739,Buty Czerwony 739,<p>Wysokiej jakości buty w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Footwear,"promo, bestseller",true,137.76,SKU-0739,40,
product-740,Buty Żółty 740,<p>Wysokiej jakości buty w kolorze żółty. Idealny do codziennego użytku.</p>,HomeVibe,Lighting,"nowość, premium",true,193.49,SKU-0740,41,
product-741,Zegarek Szary 741,<p>Wysokiej jakości zegarek w kolorze szary. Idealny do codziennego użytku.</p>,EcoWear,Footwear,"premium, bestseller",true,118.88,SKU-0741,26,
product-742,Kurtka Czerwony 742,<p>Wysokiej jakości kurtka w kolorze czerwony. Idealny do codziennego użytku.</p>,TechLite,Accessories,"eko, bestseller",true,146.69,SKU-0742,48,
product-743,Kubek Zielony 743,<p>Wysokiej jakości kubek w kolorze zielony. Idealny do codziennego użytku.</p>,FashionPeak,Homeware,"promo, bestseller",true,96.46,SKU-0743,42,
product-744,Kubek Niebieski 744,<p>Wysokiej jakości kubek w kolorze niebieski. Idealny do codziennego użytku.</p>,SportMax,Watches,"promo, nowość, premium",true,168.81,SKU-0744,17,
product-745,Kurtka Biały 745,<p>Wysokiej jakości kurtka w kolorze biały. Idealny do codziennego użytku.</p>,EcoWear,Accessories,"bestseller, eko, promo",true,80.58,SKU-0745,29,
product-746,Kubek Czerwony 746,<p>Wysokiej jakości kubek w kolorze czerwony. Idealny do codziennego użytku.</p>,FashionPeak,Accessories,"bestseller, eko",true,116.01,SKU-0746,42,
product-747,Koszulka Czerwony 747,<p>Wysokiej jakości koszulka w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Clothing,"nowość, eko",true,115.25,SKU-0747,37,
product-748,Kubek Czerwony 748,<p>Wysokiej jakości kubek w kolorze czerwony. Idealny do codziennego użytku.</p>,EcoWear,Footwear,"eko, bestseller, nowość",true,58.69,SKU-0748,30,
product-749,Lampa Czarny 749,<p>Wysokiej jakości lampa w kolorze czarny. Idealny do codziennego użytku.</p>,SportMax,Footwear,"promo, eko",true,182.43,SKU-0749,26,
product-750,Buty Zielony 750,<p>Wysokiej jakości buty w kolorze zielony. Idealny do codziennego użytku.</p>,TrendyShop,Clothing,"promo, eko",true,165.84,SKU-0750,7,
